Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time
win,Alexander Gustafsson,Jared Hamman,1,0,6,6,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:41
win,Andre Winner,Rolando Delgado,2,0,14,11,0,0,0,0,Lightweight,KO/TKO Punch,1,3:22
win,Lyoto Machida,Mauricio Rua,0,0,35,80,0,0,0,0,Light Heavyweight,U-DEC,5,5:00
win,Cain Velasquez,Ben Rothwell,0,0,62,3,5,0,0,0,Heavyweight,KO/TKO Punches,2,0:58
win,Gleison Tibau,Josh Neer,0,0,22,24,11,0,2,0,Lightweight,U-DEC,3,5:00
win,Joe Stevenson,Spencer Fisher,0,0,28,14,2,0,0,0,Lightweight,KO/TKO Elbows,2,4:03
win,Anthony Johnson,Yoshiyuki Yoshida,1,0,10,0,0,0,0,0,Welterweight,KO/TKO Punch,1,0:41
win,Ryan Bader,Eric Schafer,2,0,52,25,3,0,0,1,Light Heavyweight,U-DEC,3,5:00
win,Pat Barry,Antoni Hardonk,1,0,29,29,0,0,0,0,Heavyweight,KO/TKO Punches,2,2:30
win,Chael Sonnen,Yushin Okami,0,0,91,25,4,0,0,1,Middleweight,U-DEC,3,5:00
win,Jorge Rivera,Rob Kimmons,1,0,66,23,0,1,0,0,Middleweight,KO/TKO Punches,3,1:53
win,Kyle Kingsbury,Razak Al-Hassan,0,0,25,31,2,1,0,0,Light Heavyweight,S-DEC,3,5:00
win,Stefan Struve,Chase Gormley,0,0,12,8,1,1,3,1,Heavyweight,SUB Triangle Choke,1,4:04
win,Vitor Belfort,Rich Franklin,0,0,9,4,0,0,0,0,Catch Weight,KO/TKO Punch,1,3:02
win,Junior Dos Santos,Mirko Filipovic,0,0,70,22,0,0,0,0,Heavyweight,KO/TKO Punches,3,2:00
win,Paul Daley,Martin Kampmann,0,0,27,12,0,0,0,0,Welterweight,KO/TKO Punches,1,2:31
win,Josh Koscheck,Frank Trigg,1,0,9,1,0,0,0,0,Welterweight,KO/TKO Punch,1,1:25
win,Tyson Griffin,Hermes Franca,1,0,67,11,0,0,0,0,Lightweight,KO/TKO Punch,2,3:26
win,Efrain Escudero,Cole Miller,1,0,10,6,1,0,0,0,Lightweight,KO/TKO Punch,1,3:36
win,Tomasz Drwal,Drew McFedries,0,0,31,17,3,0,1,0,Middleweight,SUB Rear Naked Choke,2,1:03
win,Jim Miller,Steve Lopez,1,0,30,6,0,0,1,0,Lightweight,KO/TKO,2,0:48
win,Nik Lentz,Rafaello Oliveira,0,0,67,29,4,4,4,0,Lightweight,U-DEC,3,5:00
win,Rick Story,Brian Foster,0,0,18,6,3,0,1,1,Welterweight,SUB Arm Triangle,2,1:09
win,Eliot Marshall,Jason Brilz,0,0,29,27,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Vladimir Matyushenko,Igor Pokrajac,0,0,44,17,4,1,1,0,Light Heavyweight,U-DEC,3,5:00
win,Rafael Dos Anjos,Rob Emerson,0,0,52,27,2,0,0,0,Lightweight,U-DEC,3,5:00
win,Nate Diaz,Melvin Guillard,0,1,21,11,2,3,2,0,Lightweight,SUB Guillotine Choke,2,2:13
win,Gray Maynard,Roger Huerta,0,0,23,40,3,0,1,0,Lightweight,S-DEC,3,5:00
win,Carlos Condit,Jake Ellenberger,0,2,27,28,1,3,1,3,Welterweight,S-DEC,3,5:00
win,Nate Quarry,Tim Credeur,2,1,53,40,0,0,0,1,Middleweight,U-DEC,3,5:00
win,Brian Stann,Steve Cantwell,0,0,44,35,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Mike Pyle,Chris Wilson,0,0,12,19,2,1,2,1,Welterweight,SUB Guillotine Choke,3,2:15
win,CB Dollaway,Jay Silva,0,0,32,19,6,0,2,2,Middleweight,U-DEC,3,5:00
win,Jeremy Stephens,Justin Buchholz,2,0,28,9,0,0,0,0,Lightweight,KO/TKO,1,3:23
win,Mike Pierce,Brock Larson,0,0,27,11,6,0,0,1,Welterweight,U-DEC,3,5:00
win,Ryan Jensen,Steve Steinbeiss,0,0,9,7,1,0,1,0,Middleweight,SUB Guillotine Choke,1,3:56
win,Antonio Rodrigo Nogueira,Randy Couture,2,0,27,42,0,0,3,0,Heavyweight,U-DEC,3,5:00
win,Thiago Silva,Keith Jardine,1,0,5,3,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:35
win,Jake Rosholt,Chris Leben,0,0,21,14,3,1,1,0,Middleweight,SUB Arm Triangle,3,1:30
win,Nate Marquardt,Demian Maia,1,0,1,0,0,0,0,0,Middleweight,KO/TKO Punch,1,0:21
win,Brandon Vera,Krzysztof Soszynski,0,0,62,41,1,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Aaron Simpson,Ed Herman,1,0,25,7,3,0,0,0,Middleweight,KO/TKO,2,0:17
win,Gabriel Gonzaga,Chris Tuchscherer,1,0,22,0,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:27
win,Mike Russow,Justin McCully,0,0,21,11,8,0,2,0,Heavyweight,U-DEC,3,5:00
win,Todd Duffee,Tim Hague,1,0,4,0,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:07
win,Mark Munoz,Nick Catone,0,0,53,38,2,3,2,1,Middleweight,S-DEC,3,5:00
win,Evan Dunham,Marcus Aurelio,1,0,58,27,1,3,0,1,Lightweight,S-DEC,3,5:00
win,BJ Penn,Kenny Florian,0,0,57,19,1,0,1,0,Lightweight,SUB Rear Naked Choke,4,3:54
win,Anderson Silva,Forrest Griffin,3,0,13,3,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:23
win,Aaron Riley,Shane Nelson,0,0,50,28,2,0,0,0,Lightweight,U-DEC,3,5:00
win,Johny Hendricks,Amir Sadollah,1,0,7,2,0,0,0,0,Welterweight,KO/TKO Punches,1,0:29
win,Ricardo Almeida,Kendall Grove,0,0,38,25,6,0,0,2,Middleweight,U-DEC,3,5:00
win,Kurt Pellegrino,Josh Neer,0,0,21,24,3,0,0,1,Lightweight,U-DEC,3,5:00
win,John Howard,Tamdan McCrory,0,0,19,11,5,2,1,1,Welterweight,S-DEC,3,5:00
win,Alessio Sakara,Thales Leites,0,0,24,22,0,4,0,0,Middleweight,S-DEC,3,5:00
win,Matthew Riddle,Dan Cramer,0,0,47,5,2,0,2,1,Welterweight,U-DEC,3,5:00
win,George Sotiropoulos,George Roop,0,0,14,5,3,0,1,0,Lightweight,SUB Kimura,2,1:59
win,Jesse Lennox,Danillo Villefort,0,0,37,43,1,1,0,1,Welterweight,KO/TKO,3,3:37
win,Jon Fitch,Paulo Thiago,0,0,15,5,4,0,1,5,Welterweight,U-DEC,3,5:00
win,Brock Lesnar,Frank Mir,0,0,47,4,1,0,0,0,Heavyweight,KO/TKO Punches,2,1:48
win,Georges St-Pierre,Thiago Alves,1,0,59,30,10,0,1,0,Welterweight,U-DEC,5,5:00
win,Dan Henderson,Michael Bisping,1,0,29,22,0,0,0,0,Middleweight,KO/TKO Punch,2,3:20
win,Yoshihiro Akiyama,Alan Belcher,0,1,55,76,3,0,0,0,Middleweight,S-DEC,3,5:00
win,Mark Coleman,Stephan Bonnar,0,0,20,26,3,0,0,3,Light Heavyweight,U-DEC,3,5:00
win,Jim Miller,Mac Danzig,0,0,37,20,6,0,1,1,Lightweight,U-DEC,3,5:00
win,Jon Jones,Jake O'Brien,0,0,25,11,0,0,1,0,Light Heavyweight,SUB Guillotine Choke,2,2:43
win,Dong Hyun Kim,TJ Grant,0,0,29,22,4,1,1,0,Welterweight,U-DEC,3,5:00
win,Tom Lawlor,CB Dollaway,0,0,0,1,0,0,1,0,Middleweight,SUB Guillotine Choke,1,0:55
win,Shannon Gugerty,Matt Grice,0,0,1,4,1,0,2,0,Lightweight,SUB Guillotine Choke,1,2:36
win,Diego Sanchez,Clay Guida,1,0,68,29,1,2,3,0,Lightweight,S-DEC,3,5:00
win,James Wilks,DaMarques Johnson,0,0,17,13,2,0,8,0,Welterweight,SUB Rear Naked Choke,1,4:54
win,Chris Lytle,Kevin Burns,0,1,101,69,0,1,0,0,Welterweight,U-DEC,3,5:00
win,Ross Pearson,Andre Winner,0,0,74,46,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Joe Stevenson,Nate Diaz,0,0,27,6,8,1,1,4,Lightweight,U-DEC,3,5:00
win,Melvin Guillard,Gleison Tibau,0,0,13,14,1,6,0,0,Lightweight,S-DEC,3,5:00
win,Brad Blackburn,Edgar Garcia,0,0,66,39,0,1,1,0,Welterweight,S-DEC,3,5:00
win,Tomasz Drwal,Mike Ciesnolevicz,1,0,27,3,4,0,0,0,Light Heavyweight,KO/TKO Knee,1,4:48
win,Nick Osipczak,Frank Lester,0,0,14,8,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,3:40
win,Jason Dent,Cameron Dollar,0,0,14,24,0,0,1,0,Lightweight,SUB Anaconda Choke,1,4:46
win,Rich Franklin,Wanderlei Silva,0,0,52,38,1,1,0,0,Catch Weight,U-DEC,3,5:00
win,Cain Velasquez,Cheick Kongo,0,0,29,21,7,1,2,0,Heavyweight,U-DEC,3,5:00
win,Mirko Filipovic,Mostapha Al-Turk,1,0,16,7,1,0,0,0,Heavyweight,KO/TKO Punches,1,3:06
win,Mike Swick,Ben Saunders,1,0,10,17,1,0,1,0,Welterweight,KO/TKO Punches,2,3:47
win,Spencer Fisher,Caol Uno,0,0,62,24,1,3,0,0,Lightweight,U-DEC,3,5:00
win,Dan Hardy,Marcus Davis,1,0,28,19,1,2,0,3,Welterweight,S-DEC,3,5:00
win,Terry Etim,Justin Buchholz,0,1,27,23,0,0,3,0,Lightweight,SUB D'Arce Choke,2,2:38
win,Dennis Siver,Dale Hartt,0,0,8,5,0,1,2,0,Lightweight,SUB Rear Naked Choke,1,3:23
win,Paul Taylor,Peter Sobotta,0,0,46,18,0,2,0,0,Welterweight,U-DEC,3,5:00
win,Paul Kelly,Rolando Delgado,0,0,32,14,1,1,2,3,Lightweight,U-DEC,3,5:00
win,Stefan Struve,Denis Stojnic,0,0,4,16,0,0,7,0,Heavyweight,SUB Rear Naked Choke,2,2:37
win,John Hathaway,Rick Story,0,0,31,21,4,4,3,5,Welterweight,U-DEC,3,5:00
win,Lyoto Machida,Rashad Evans,3,0,28,4,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,3:57
win,Matt Hughes,Matt Serra,0,1,34,14,3,1,0,0,Welterweight,U-DEC,3,5:00
win,Drew McFedries,Xavier Foupa-Pokam,2,0,8,0,0,0,0,0,Middleweight,KO/TKO Punches,1,0:37
win,Chael Sonnen,Dan Miller,0,0,36,9,3,0,0,2,Middleweight,U-DEC,3,5:00
win,Frankie Edgar,Sean Sherk,0,0,74,27,1,1,1,0,Lightweight,U-DEC,3,5:00
win,Brock Larson,Mike Pyle,0,0,4,1,1,0,1,0,Welterweight,SUB Arm Triangle,1,3:06
win,Tim Hague,Pat Barry,0,0,0,3,1,0,1,0,Heavyweight,SUB Guillotine Choke,1,1:42
win,Kyle Bradley,Phillipe Nover,0,0,7,3,1,0,0,0,Lightweight,KO/TKO Punches,1,1:03
win,Krzysztof Soszynski,Andre Gusmao,1,0,18,17,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:17
win,Yoshiyuki Yoshida,Brandon Wolff,0,0,4,2,0,0,1,0,Welterweight,SUB Guillotine Choke,1,2:24
win,George Roop,David Kaplan,0,0,62,50,0,5,0,0,Lightweight,S-DEC,3,5:00
win,Anderson Silva,Thales Leites,0,0,94,10,0,1,0,0,Middleweight,U-DEC,5,5:00
win,Sam Stout,Matt Wiman,1,0,62,46,0,4,0,2,Lightweight,U-DEC,3,5:00
win,Mauricio Rua,Chuck Liddell,1,0,24,8,0,1,0,0,Light Heavyweight,KO/TKO Punch,1,4:28
win,Krzysztof Soszynski,Brian Stann,0,0,3,8,2,0,2,0,Light Heavyweight,SUB Kimura,1,3:53
win,Cheick Kongo,Antoni Hardonk,0,0,53,9,2,0,0,0,Heavyweight,KO/TKO Punches,2,2:29
win,Luiz Cane,Steve Cantwell,0,0,87,69,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Denis Kang,Xavier Foupa-Pokam,0,0,31,23,5,0,1,0,Middleweight,U-DEC,3,5:00
win,Nate Quarry,Jason MacDonald,0,0,16,1,1,0,0,0,Middleweight,KO/TKO Elbows,1,2:27
win,Ed Herman,David Loiseau,0,0,71,6,5,0,0,0,Middleweight,U-DEC,3,5:00
win,Mark Bocek,David Bielkheden,0,0,20,4,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,4:57
win,TJ Grant,Ryo Chonan,0,0,34,31,3,2,0,0,Welterweight,S-DEC,3,5:00
win,Eliot Marshall,Vinny Magalhaes,0,0,44,34,0,2,0,0,Light Heavyweight,U-DEC,3,5:00
win,Martin Kampmann,Carlos Condit,0,0,26,35,5,3,6,3,Welterweight,S-DEC,3,5:00
win,Ryan Bader,Carmelo Marrero,0,0,24,9,5,0,2,0,Light Heavyweight,U-DEC,3,5:00
win,Tyson Griffin,Rafael Dos Anjos,0,0,69,26,1,0,0,3,Lightweight,U-DEC,3,5:00
win,Cole Miller,Junie Browning,0,0,3,1,0,0,1,0,Lightweight,SUB Guillotine Choke,1,1:58
win,Gleison Tibau,Jeremy Stephens,0,0,7,23,5,0,3,0,Lightweight,U-DEC,3,5:00
win,Ricardo Almeida,Matt Horwich,0,0,41,25,9,0,1,3,Middleweight,U-DEC,3,5:00
win,Brock Larson,Jesse Sanders,0,0,13,0,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,2:01
win,Tim Credeur,Nick Catone,0,0,9,19,0,3,7,0,Middleweight,SUB Guillotine Choke,2,3:45
win,Jorge Rivera,Nissen Osterneck,1,0,29,35,4,1,0,1,Middleweight,S-DEC,3,5:00
win,Rob Kimmons,Joe Vedepo,0,0,7,4,0,1,2,0,Middleweight,SUB Guillotine Choke,1,1:54
win,Aaron Simpson,Tim McKenzie,1,0,16,1,1,0,0,0,Middleweight,KO/TKO Punches,1,1:40
win,Quinton Jackson,Keith Jardine,2,0,56,64,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Shane Carwin,Gabriel Gonzaga,1,0,4,5,0,1,0,0,Heavyweight,KO/TKO Punch,1,1:09
win,Matt Brown,Pete Sell,2,0,24,0,0,0,0,0,Welterweight,KO/TKO Punches,1,1:32
win,Matt Hamill,Mark Munoz,1,0,23,14,0,0,0,0,Light Heavyweight,KO/TKO Kick,1,3:53
win,Gray Maynard,Jim Miller,0,0,37,25,1,0,0,1,Lightweight,U-DEC,3,5:00
win,Tamdan McCrory,Ryan Madigan,0,0,12,0,1,0,0,0,Welterweight,KO/TKO Elbows,1,3:35
win,Kendall Grove,Jason Day,1,0,10,6,0,0,0,0,Middleweight,KO/TKO Punch,1,1:32
win,Jason Brilz,Tim Boetsch,0,0,34,27,4,0,1,0,Light Heavyweight,U-DEC,3,5:00
win,Brandon Vera,Michael Patt,2,0,32,5,0,0,0,0,Light Heavyweight,KO/TKO Kicks,2,1:27
win,Shane Nelson,Aaron Riley,1,0,5,4,0,0,0,0,Lightweight,KO/TKO Punch,1,0:44
win,Diego Sanchez,Joe Stevenson,0,0,91,41,1,0,1,1,Lightweight,U-DEC,3,5:00
win,Dan Hardy,Rory Markham,1,0,5,2,0,0,0,0,Welterweight,KO/TKO Punch,1,1:09
win,Nate Marquardt,Wilson Gouveia,1,0,67,16,2,0,1,1,Middleweight,KO/TKO Flying Knee,3,3:10
win,Demian Maia,Chael Sonnen,0,0,6,8,1,0,1,0,Middleweight,SUB Triangle Choke,1,2:37
win,Paulo Thiago,Josh Koscheck,1,0,7,8,0,0,0,0,Welterweight,KO/TKO Punches,1,3:29
win,Terry Etim,Brian Cobb,1,0,19,0,1,2,0,0,Lightweight,KO/TKO Kick,2,0:10
win,Junior Dos Santos,Stefan Struve,2,0,12,0,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:54
win,Evan Dunham,Per Eklund,1,0,13,9,0,1,1,1,Lightweight,KO/TKO Punch,1,2:13
win,Mike Ciesnolevicz,Neil Grove,0,0,0,0,0,0,2,1,Heavyweight,SUB Heel Hook,1,1:03
win,Paul Kelly,Troy Mandaloniz,0,1,71,38,2,4,0,0,Welterweight,U-DEC,3,5:00
win,Joe Lauzon,Jeremy Stephens,0,0,11,15,2,1,4,0,Lightweight,SUB Armbar,2,4:43
win,Cain Velasquez,Denis Stojnic,0,0,88,7,1,0,0,1,Heavyweight,KO/TKO Punches,2,2:34
win,Josh Neer,Mac Danzig,0,1,46,33,0,0,3,0,Lightweight,SUB Triangle Choke,2,3:36
win,Anthony Johnson,Luigi Fioravanti,1,0,21,12,0,0,0,0,Welterweight,KO/TKO Punch,1,4:39
win,Kurt Pellegrino,Rob Emerson,0,0,16,21,1,2,1,0,Lightweight,SUB Rear Naked Choke,2,3:14
win,Dan Miller,Jake Rosholt,0,0,2,2,0,1,2,0,Middleweight,SUB Guillotine Choke,1,1:03
win,Matt Veach,Matt Grice,1,1,12,29,1,0,0,1,Lightweight,KO/TKO Punch,1,4:34
win,Gleison Tibau,Rich Clementi,0,0,7,1,2,0,1,0,Lightweight,SUB Guillotine Choke,1,4:35
win,Nick Catone,Derek Downey,0,0,21,2,4,1,2,0,Middleweight,SUB Keylock,2,1:15
win,Matthew Riddle,Steve Bruno,0,0,48,22,4,1,0,0,Welterweight,U-DEC,3,5:00
win,Georges St-Pierre,BJ Penn,0,0,92,16,4,0,0,0,Welterweight,KO/TKO,4,5:00
win,Lyoto Machida,Thiago Silva,2,0,24,2,2,0,0,0,Light Heavyweight,KO/TKO Punch,1,4:59
win,Jon Jones,Stephan Bonnar,1,0,45,37,7,0,0,0,Light Heavyweight,U-DEC,3,5:00
ncnc,Karo Parisyan,Dong Hyun Kim,0,0,24,19,2,2,1,2,Welterweight,Overturned,3,5:00
win,Clay Guida,Nate Diaz,0,0,49,49,4,0,1,0,Lightweight,S-DEC,3,5:00
win,Jon Fitch,Akihiro Gono,0,0,40,7,4,0,2,0,Welterweight,U-DEC,3,5:00
win,Thiago Tavares,Manvel Gamburyan,0,0,27,26,3,1,0,1,Lightweight,U-DEC,3,5:00
win,John Howard,Chris Wilson,0,0,21,45,7,2,2,2,Welterweight,S-DEC,3,5:00
win,Jake O'Brien,Christian Wellisch,1,0,25,46,9,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Dan Cramer,Matt Arroyo,0,0,24,16,0,2,0,5,Welterweight,S-DEC,3,5:00
win,Dan Henderson,Rich Franklin,0,0,36,39,4,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Mauricio Rua,Mark Coleman,2,0,62,31,1,7,2,0,Light Heavyweight,KO/TKO Punches,3,4:36
win,Rousimar Palhares,Jeremy Horn,0,0,18,7,7,1,0,1,Middleweight,U-DEC,3,5:00
win,Alan Belcher,Denis Kang,0,0,9,26,0,3,1,1,Middleweight,SUB Guillotine Choke,2,4:36
win,Marcus Davis,Chris Lytle,0,0,59,73,0,0,0,0,Welterweight,S-DEC,3,5:00
win,John Hathaway,Tom Egan,0,0,18,0,5,0,0,0,Welterweight,KO/TKO Elbows,1,4:36
win,Martin Kampmann,Alexandre Barros,1,0,33,8,0,1,2,0,Welterweight,KO/TKO Punches,2,3:09
win,Eric Schafer,Antonio Mendes,0,0,22,3,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,3:35
win,Tomasz Drwal,Ivan Serati,0,0,14,3,1,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:02
win,Dennis Siver,Nate Mohr,1,0,48,48,0,1,0,0,Lightweight,KO/TKO Spinning Back Kick,3,3:45
win,Rashad Evans,Forrest Griffin,0,0,49,50,1,0,0,0,Light Heavyweight,KO/TKO Punches,3,2:46
win,Frank Mir,Antonio Rodrigo Nogueira,3,0,37,10,1,0,0,0,Heavyweight,KO/TKO Punch,2,1:54
win,CB Dollaway,Mike Massenzio,0,1,9,3,1,0,0,2,Middleweight,KO/TKO Punches,1,3:01
win,Quinton Jackson,Wanderlei Silva,1,0,11,7,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:21
win,Cheick Kongo,Mostapha Al-Turk,1,0,34,4,1,0,0,0,Heavyweight,KO/TKO Elbows,1,4:37
win,Yushin Okami,Dean Lister,0,0,39,6,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Antoni Hardonk,Mike Wessel,0,0,46,13,0,3,2,0,Heavyweight,KO/TKO Punches,2,2:09
win,Matt Hamill,Reese Andy,0,0,40,34,1,0,0,0,Light Heavyweight,KO/TKO Punches,2,2:19
win,Brad Blackburn,Ryo Chonan,1,0,79,63,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Pat Barry,Dan Evensen,0,0,6,0,0,0,0,0,Heavyweight,KO/TKO Kicks,1,2:36
win,Efrain Escudero,Phillipe Nover,0,0,27,20,7,0,0,2,Lightweight,U-DEC,3,5:00
win,Ryan Bader,Vinny Magalhaes,1,0,15,4,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,2:18
win,Anthony Johnson,Kevin Burns,1,0,35,17,3,0,0,2,Welterweight,KO/TKO Kick,3,0:28
win,Wilson Gouveia,Jason MacDonald,1,0,18,6,0,1,0,0,Middleweight,KO/TKO Elbow,1,2:18
win,Junie Browning,David Kaplan,0,0,31,12,2,2,2,1,Lightweight,SUB Armbar,2,1:32
win,Krzysztof Soszynski,Shane Primm,0,0,19,7,0,1,1,0,Light Heavyweight,SUB Kimura,2,3:27
win,Eliot Marshall,Jules Bruchez,0,0,8,1,1,0,2,0,Light Heavyweight,SUB Rear Naked Choke,1,1:27
win,Tom Lawlor,Kyle Kingsbury,0,0,14,10,7,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Shane Nelson,George Roop,0,0,10,21,3,1,2,0,Lightweight,S-DEC,3,5:00
win,Rolando Delgado,John Polakowski,1,0,15,1,1,0,3,1,Lightweight,SUB Guillotine Choke,2,2:18
win,Josh Koscheck,Yoshiyuki Yoshida,1,0,6,6,0,0,0,0,Welterweight,KO/TKO Punches,1,2:15
win,Mike Swick,Jonathan Goulet,1,0,7,1,0,0,0,0,Welterweight,KO/TKO Punch,1,0:33
win,Steve Cantwell,Razak Al-Hassan,0,0,15,13,1,0,1,0,Light Heavyweight,SUB Armbar,1,4:04
win,Tim Credeur,Nate Loughran,0,0,52,25,1,0,0,0,Middleweight,KO/TKO,2,5:00
win,Jim Miller,Matt Wiman,0,0,61,20,4,1,2,0,Lightweight,U-DEC,3,5:00
win,Luigi Fioravanti,Brodie Farber,0,0,30,10,8,1,5,1,Catch Weight,U-DEC,3,5:00
win,Steve Bruno,Johnny Rees,0,0,10,36,3,1,1,0,Welterweight,SUB Rear Naked Choke,2,3:44
win,Ben Saunders,Brandon Wolff,1,0,42,0,0,0,0,0,Welterweight,KO/TKO Knees,1,1:49
win,Dale Hartt,Corey Hill,0,0,8,8,0,2,0,0,Lightweight,KO/TKO,2,0:20
win,Justin McCully,Eddie Sanchez,1,1,40,42,1,0,0,0,Heavyweight,U-DEC,3,5:00
win,Brock Lesnar,Randy Couture,1,0,31,11,2,1,0,0,Heavyweight,KO/TKO Punches,2,3:07
win,Kenny Florian,Joe Stevenson,0,0,17,6,1,1,1,0,Lightweight,SUB Rear Naked Choke,1,4:03
win,Dustin Hazelett,Tamdan McCrory,0,0,10,15,0,0,3,0,Welterweight,SUB Armbar,1,3:59
win,Gabriel Gonzaga,Josh Hendricks,1,0,12,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:01
win,Demian Maia,Nate Quarry,0,0,2,0,1,0,1,0,Middleweight,SUB Rear Naked Choke,1,2:13
win,Aaron Riley,Jorge Gurgel,0,0,98,70,1,1,0,0,Lightweight,U-DEC,3,5:00
win,Jeremy Stephens,Rafael Dos Anjos,1,0,22,9,0,4,0,2,Lightweight,KO/TKO Punch,3,0:39
win,Mark Bocek,Alvin Robinson,0,0,21,5,1,0,6,0,Lightweight,SUB Rear Naked Choke,3,3:16
win,Matt Brown,Ryan Thomas,0,0,15,15,1,5,3,0,Welterweight,SUB Armbar,2,0:57
win,Anderson Silva,Patrick Cote,0,0,29,16,1,0,0,0,Middleweight,KO/TKO,3,0:39
win,Thiago Alves,Josh Koscheck,2,0,80,39,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Gray Maynard,Rich Clementi,0,0,22,7,5,0,2,0,Lightweight,U-DEC,3,5:00
win,Junior Dos Santos,Fabricio Werdum,1,0,7,6,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:21
win,Sean Sherk,Tyson Griffin,0,0,92,74,3,0,0,0,Lightweight,U-DEC,3,5:00
win,Thales Leites,Drew McFedries,0,0,0,1,1,0,1,0,Middleweight,SUB Rear Naked Choke,1,1:18
win,Spencer Fisher,Shannon Gugerty,1,0,30,28,0,2,2,1,Lightweight,SUB Triangle Choke,3,3:56
win,Dan Miller,Matt Horwich,0,0,31,15,6,0,0,5,Middleweight,U-DEC,3,5:00
win,Hermes Franca,Marcus Aurelio,0,0,60,40,0,1,0,0,Lightweight,U-DEC,3,5:00
win,Pete Sell,Joshua Burkman,0,0,65,50,1,4,1,0,Welterweight,U-DEC,3,5:00
win,Michael Bisping,Chris Leben,0,0,70,51,1,1,0,0,Middleweight,U-DEC,3,5:00
win,Keith Jardine,Brandon Vera,1,1,50,48,2,1,0,0,Light Heavyweight,S-DEC,3,5:00
win,Luiz Cane,Rameau Thierry Sokoudjou,1,0,41,28,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,4:15
win,Chris Lytle,Paul Taylor,0,0,102,85,2,0,0,0,Welterweight,U-DEC,3,5:00
win,Marcus Davis,Paul Kelly,0,0,25,3,1,1,1,1,Welterweight,SUB Guillotine Choke,2,2:16
win,Dan Hardy,Akihiro Gono,0,0,57,56,0,3,0,0,Welterweight,S-DEC,3,5:00
win,Shane Carwin,Neil Wain,0,0,13,4,1,0,0,0,Heavyweight,KO/TKO Punches,1,1:31
win,David Bielkheden,Jess Liaudin,0,0,36,12,7,1,0,2,Lightweight,U-DEC,3,5:00
win,Terry Etim,Sam Stout,0,0,69,55,0,1,0,0,Lightweight,U-DEC,3,5:00
win,Jim Miller,David Baron,0,0,15,7,5,0,5,1,Lightweight,SUB Rear Naked Choke,3,3:19
win,Per Eklund,Samy Schiavo,0,0,31,23,1,1,5,1,Lightweight,SUB Rear Naked Choke,3,1:47
win,Nate Diaz,Josh Neer,0,0,40,26,5,4,0,4,Lightweight,S-DEC,3,5:00
win,Clay Guida,Mac Danzig,0,0,43,36,10,1,0,0,Lightweight,U-DEC,3,5:00
win,Alan Belcher,Ed Herman,0,0,54,43,0,5,0,2,Middleweight,S-DEC,3,5:00
win,Eric Schafer,Houston Alexander,0,0,24,12,1,0,2,0,Light Heavyweight,SUB Arm Triangle,1,4:53
win,Alessio Sakara,Joe Vedepo,1,0,7,7,0,0,0,0,Middleweight,KO/TKO Kick,1,1:27
win,Wilson Gouveia,Ryan Jensen,0,0,8,30,1,2,2,0,Middleweight,SUB Armbar,2,2:04
win,Joe Lauzon,Kyle Bradley,0,0,23,18,1,0,2,0,Lightweight,KO/TKO Punches,2,1:34
win,Jason Brilz,Brad Morris,0,0,34,4,1,0,1,0,Light Heavyweight,KO/TKO Punches,2,2:54
win,Mike Massenzio,Drew McFedries,0,0,0,3,1,0,1,1,Middleweight,SUB Kimura,1,1:28
win,Dan Miller,Rob Kimmons,0,0,0,0,0,0,2,0,Middleweight,SUB Rear Naked Choke,1,1:27
win,Rashad Evans,Chuck Liddell,1,0,13,10,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,1:51
